Fecha,Técnico,Condición,Situación,Resultado1,Resultado2,Club,Torneo,Estadio,Árbitro,Huracán,Rival,FotoB,Incidencias,Fin1T,Fin2T,Fin1E,Fin2E
10/12/1978,Cayetano,local,victoria,1,0,Gimnasia y Esgrima (Mendoza),11° fecha del Campeonato Nacional 1978,Tomás A. Ducó,González,"Jesús Borzi; Abelardo Cheves, Víctor Longo, Clide Díaz y Jorge Carrascosa; Nicolás García (76 Antonio García Ameijenda), Carlos De Marta y Carlos Babington; Rubén Romano, René Houseman y Dante Sanabria.","Peratta; Mémoli, Badía, Vicino y Cano; Suárez, Herrera y Sosa; Quiroga (46 Bianchini), Genolet y Pereyra (76 Juan C Gutiérrez).",foto,78 EXP René Houseman (HUR)</br>78 EXP Peratta (GEM) -ataja Herrera-</br>88 GOL Carlos Babington (HUR) -penal-</br>89 GOL Cano (GEM),45,90,0,0
13/12/1978,Cayetano,visitante,empate,1,1,Platense,12° fecha del Campeonato Nacional 1978,Villa Crespo,Busca,"Jesús Borzi; Abelardo Cheves, Víctor Longo, Clide Díaz y Jorge Carrascosa; Nicolás García (69 Antonio García Ameijenda), Carlos De Marta y Carlos Babington; Rubén Romano, Jorge Sanabria y Dante Sanabria.","Daniele; Rivero, Arias Rodríguez, Messina y Ginanni; Gile, Rego y Ríos; Jorge Ojeda, Choffi (67 Ghigo) y Juárez.",foto,23 GOL Jorge Sanabria (HUR)</br>74 GOL Juárez (PLA)</br>89 EXP Clide Díaz (HUR)</br>-Gana Huracán pues Platense no presenta mínimo de profesionales-,45,90,0,0
17/12/1978,Cayetano,local,victoria,2,1,Unión (Santa Fe),13° fecha del Campeonato Nacional 1978,Tomás A. Ducó,Barreiro,"Jesús Borzi; Abelardo Cheves, Víctor Longo, José Galván y Jorge Carrascosa; Miguel Gallardo, Carlos De Marta y Carlos Babington; Rubén Romano, Jorge Sanabria y Dante Sanabria (57 Miguel Rodríguez).","Biasutto; Regenhardt, Mazzoni, Merlo y Bottaniz; Alberto (65 Salas), Telch y Rosetti (82 Moreno); Pitarch, Arroyo y Alí.",foto,3 GOL Carlos Babington (HUR) -penal-</br>17 GOL Mazzoni (HUR)</br>63 GOL Jorge Sanabria (HUR),45,90,0,0
20/12/1978,Cayetano,visitante,derrota,1,2,Atl. Tucumán,14° fecha del Campeonato Nacional 1978,Atlético (Tucumán),Teodoro Nitti,"Jesús Borzi; Miguel Flores, Rolando Pierucci, René Daulte y Lorenzo Ojeda; Antonio García Ameijenda, Nicolás García (40 Antonio Zinna) y Carlos De Marta; Rubén Milone (74 Dante Sanabria), Juan R Poelman y Miguel Rodríguez.","Ruiz; Burgos, Millicay (61 Guerrero), Urchevik y Bulacio; Castro, Rubiola y Palomba; Barrientos, Mecca y Gómez (46 Leguizamón).",foto,8 GOL Palomba (TUC)</br>49 GOL Barrientos (TUC)</br>53 GOL Juan R Poelman (HUR),45,90,0,0
23/12/1978,Cayetano,local,victoria,2,1,Talleres (Córdoba),Cuarto de final del Campeonato Nacional 1978,Tomás A. Ducó,Abel Gnecco,"Jesús Borzi; Abelardo Cheves, Víctor Longo, José Galván y Jorge Carrascosa; Miguel Gallardo, Carlos De Marta y Carlos Babington; Rubén Romano, Jorge Sanabria y Dante Sanabria.","Guibaudo; Ocaño, Luis Galván, Oviedo y Pavón; Ludueña, Cabrera y Valencia (74 Torletti); Bocanelli, Reinaldi y Alderete.",foto,55 GOL Abelardo Cheves (TAC) -en contra-</br>65 GOL Jorge Sanabria (HUR)</br>80 GOL Dante Sanabria (HUR),45,90,0,0
27/12/1978,Cayetano,visitante,derrota,0,3,Talleres (Córdoba),Cuarto de final del Campeonato Nacional 1978,Mundialista (Córdoba),Ithurralde,"Jesús Borzi; Abelardo Cheves, Víctor Longo, José Galván y Jorge Carrascosa; Miguel Gallardo (63 Antonio García Ameijenda), Carlos De Marta y Carlos Babington; Rubén Romano, Jorge Sanabria y Dante Sanabria.","Guibaudo; Ocaño, Luis Galván, Oviedo y Pavón; Ludueña, Cabrera y Valencia; Bocanelli (83 Tortelli), Reinaldi, Alderete (73 Cherini).",foto,46 GOL Ludueña (TAC)</br>53 GOL Reinaldi (TAC)</br>68 GOL Reinaldi (TAC),45,90,0,0
25/02/1979,Cayetano,visitante,victoria,2,0,Talleres (Córdoba),Pretemporada 1979 (amistoso),Barrio Jardín (Córdoba),Ithurralde,"Jesús Borzi; Abelardo Cheves (Lorenzo Ojeda), Clide Díaz, José Galván y Jorge Carrascosa; Carlos De Marta, Ricardo Ferlich y Carlos Babington (Domingo D'Andrea); Rubén Romano, César Silva y Dante Sanabria (Jorge Sanabria).","Bressán (Mercado); Carrizo, González (Suárez), Lazlo y Otero; Commisso (Balbi), Gómez y Molnar; Berlingieri, Gador y Giribet (Gutiérrez).",foto,30 GOL Rubén Romano (HUR)</br>33 GOL César Silva (HUR),45,90,0,0
27/02/1979,Cayetano,visitante,derrota,1,4,Ferro C. Oeste,Pretemporada 1979 (amistoso),Pontevedra,desconocido,-,-,foto,GOL Garello (FCO)</br>GOL Garello (FCO)</br>GOL Rojas (FCO)</br>GOL Rojas (FCO)</br>GOL Sanabria (HUR),45,90,0,0
01/03/1979,Cayetano,local,empate,1,1,All Boys,Pretemporada 1979 (amistoso),Tomás A. Ducó,desconocido,-,-,foto,GOL César Silva (HUR)</br>GOL Pinsaco (ABO),45,90,0,0
05/03/1979,Cayetano,visitante,derrota,2,5,River Plate,1° fecha del Campeonato Metropolitano 1979,Monumental,Torres,"Jesús Borzi; Abelardo Cheves, Víctor Longo, José Galván y Jorge Carrascosa; Carlos De Marta (55 Clide Díaz), Ricardo Ferlich y Rubén Romano; César Silva (35 Néstor Candedo), Jorge Sanabria y Dante Sanabria.","Ubaldo Fillol; Comelles, Pavoni, Daniel Passarella (88 Commisso) y Roberto Saporiti; López (72 H Rodríguez), Lonardi y De los Santos; Pedro González, Leopoldo Luque y Oscar Ortiz.",foto,8 GOL Pedro González (RPL)</br>12 GOL Rubén Romano (HUR)</br>32 GOL Pedro González (RPL)</br>39 GOL López (RPL)</br>46 GOL Oscar Ortiz (RPL)</br>78 GOL Leopoldo Luque (RPL)</br>89 GOL Jorge Sanabria (HUR) -penal-,45,90,0,0
11/03/1979,Cayetano,local,derrota,1,2,Quilmes,2° fecha del Campeonato Metropolitano 1979,Tomás A. Ducó,Romero,"Jesús Borzi; Abelardo Cheves, Víctor Longo, Clide Díaz y Jorge Carrascosa; Ricardo Ferlich (75 Juan R Poelman), José Galván y Rubén Romano; César Silva (46 Néstor Candedo), Jorge Sanabria y Dante Sanabria.","Palacios; Moralejo, Milozzi, Alberto Fanesi y Medina; Bianchini, Gáspari y Batalla; Godoy (83 Iervasi), Graneros (71 Filardo) y Mas.",foto,63 GOL Mas (QAC)</br>78 GOL Milozzi (QAC) -penal-</br>84 EXP Moralejo (QAC)</br>88 GOL Rubén Romano (HUR),45,90,0,0
18/03/1979,Cayetano,visitante,empate,1,1,Gimnasia y Esgrima (La Plata),3° fecha del Campeonato Metropolitano 1979,El Bosque (La Plata),Ithurralde,"Jesús Borzi; Abelardo Cheves, Víctor Longo, José Galván y Jorge Carrascosa; Miguel Gallardo, Ricardo Ferlich (65 Rubén Romano) y Carlos Babington; Néstor Candedo, Jorge Sanabria y César Silva (46 Dante Sanabria).","Enrique Vidallé; Esquivel, Pellegrini, Jorge Gutiérrez y Alí; Solari, Avelino Verón y Antonio García Ameijenda (65 Cragno); Cerqueiro, Seppaquercia y Juan M Tutino.",foto,1 GOL Seppaquercia (GLP)</br>74 GOL Carlos Babington (HUR) -penal-,45,90,0,0
25/03/1979,Cayetano,local,victoria,2,1,Unión (Santa Fe),4° fecha del Campeonato Metropolitano 1979,Tomás A. Ducó,Barraza,"Jesús Borzi; Abelardo Cheves, Víctor Longo, José Galván y Jorge Carrascosa; Miguel Gallardo, Ricardo Ferlich y Carlos Babington; Domingo D'Andrea (46 Dante Sanabria), Jorge Sanabria (58 César Silva) y Néstor Candedo.","Nery Pumpido; López, Merlo, Mazzoni y Bottaniz; Alberto, Telch y Pitarch; Ribeca, Arroyo (67 Benito) y Alí.",foto,59 GOL Dante Sanabria (HUR)</br>60 GOL Ribeca (UNI)</br>65 GOL Carlos Babington (HUR),45,90,0,0
01/04/1979,Cayetano,visitante,empate,1,1,Racing Club,5° fecha del Campeonato Metropolitano 1979,El Cilindro,Ponfil,"Jesús Borzi; Abelardo Cheves, Víctor Longo, José Galván y Jorge Carrascosa; Miguel Gallardo, Ricardo Ferlich y Carlos Babington; Néstor Candedo (67 Dante Sanabria), César Silva y Jorge Sanabria.","Agustín Cejas (49 Vivalda); Aráos, Moulia, Pablo Cárdenas y García; Juan A Barbas, Julio Olarticoechea y López; Díaz, Roque Avallay (46 Vázquez) y Calderón.",foto,2 GOL Díaz (RAC)</br>77 EXP García (RAC)</br>78 EXP Víctor Longo (HUR)</br>79 GOL Dante Sanabria (HUR),45,90,0,0
08/04/1979,Cayetano,local,derrota,1,3,Argentinos Juniors,6° fecha del Campeonato Metropolitano 1979,Tomás A. Ducó,Abel Gnecco,"Jesús Borzi; Abelardo Cheves, Clide Díaz, José Galván y Jorge Carrascosa; Miguel Gallardo, Ricardo Ferlich (46 Néstor Candedo) y Carlos Babington; César Silva, Jorge Sanabria y Dante Sanabria.","Carlos Munutti; Carrizo, Pellerano, Bianchi y Minutti; Magalhaes (75 García), Rubén Ríos y Diego Maradona; Favret, Moreno y Saggioratto.",foto,28 GOL Bianchi (AJU)</br>40 GOL Carrizo (AJU)</br>80 GOL Saggioratto (AJU)</br>85 GOL Carlos Babington (HUR) -penal-,45,90,0,0
15/04/1979,Cayetano,visitante,victoria,4,3,Platense,7° fecha del Campeonato Metropolitano 1979,Villa Crespo,Melidoni,"Jesús Borzi; Abelardo Cheves, Clide Díaz, José Galván y Jorge Carrascosa; Miguel Gallardo, Ricardo Ferlich y Carlos Babington (60 Carlos De Marta); César Silva, Jorge Sanabria y Dante Sanabria (38 Néstor Candedo).","Luraschi; Rivero, Juárez (17 Belloni), Guyón y Gianetti; Picerni (69 Lanza), Mastromauro y Gile; Pesoa, Petti y Juárez.",foto,13 GOL Juárez (PLA)</br>15 GOL Dante Sanabria (HUR)</br>21 GOL Juárez (PLA)</br>24 GOL Jorge Sanabria (HUR)</br>42 GOL Carlos Babington (HUR)</br>58 EXP Clide Díaz (HUR)</br>75 GOL Juárez (PLA) -penal-</br>77 GOL Jorge Sanabria (HUR),45,90,0,0
22/04/1979,Cayetano,local,derrota,0,1,Newell's Old Boys (Rosario),8° fecha del Campeonato Metropolitano 1979,Tomás A. Ducó,Marsiglia,"Jesús Borzi; Abelardo Cheves, Carlos De Marta, José Galván y Jorge Carrascosa; Miguel Gallardo, Ricardo Ferlich y Carlos Babington; César Silva (66 Rubén Romano), Jorge Sanabria y Néstor Candedo.","Civarelli; Aguerópolis, Simón, Killer y Sperandío; Ricardo Giusti (61 Meo), Rubén Gallego y Roque Alfaro; Cortez, Héctor Yazalde y Santamaría.",foto,76 GOL Santamaría (NOB),45,90,0,0
29/04/1979,Cayetano,visitante,derrota,0,2,Vélez Sarsfield,9° fecha del Campeonato Metropolitano 1979,José Amalfitani,Melidoni,"Jesús Borzi; Abelardo Cheves, Víctor Longo, José Galván y Jorge Carrascosa; Miguel Gallardo, Carlos De Marta y Carlos Babington; Rubén Romano (58 Néstor Candedo), César Silva (16 Dante Sanabria) y Jorge Sanabria.","Julio Falcioni; González, Ruiz, Jorge y Malaquin; Quinteros, Pedro Larraquy e Ischia (54 Jiménez); Castro, Luna y Savini.",foto,84 GOL Castro (VSA)</br>89 GOL Pedro Larraquy (VSA) -penal-,45,90,0,0
02/05/1979,Cayetano,local,empate,0,0,River Plate,10° fecha del Campeonato Metropolitano 1979,Tomás A. Ducó,Abel Gnecco,"Jesús Borzi; Abelardo Cheves, Víctor Longo, José Galván y Jorge Carrascosa; Miguel Gallardo, Carlos De Marta y Carlos Babington; Rubén Romano, Jorge Sanabria y Dante Sanabria.","Ubaldo Fillol; Roberto Saporiti, Pavoni, Daniel Passarella y Héctor López (46 Rodríguez); Juan J López, Reinaldo Merlo y Norberto Alonso; Pedro González, Leopoldo Luque y Oscar Ortiz.",foto,1° Tiempo: Huracán 0x0 River,45,90,0,0
06/05/1979,Cayetano,visitante,victoria,1,0,Quilmes,11° fecha del Campeonato Metropolitano 1979,Quilmes,Busca,"Jesús Borzi; Abelardo Cheves (35 Lorenzo Ojeda), Víctor Longo, José Galván y Jorge Carrascosa; Miguel Gallardo, Carlos De Marta y Rubén Romano; René Houseman, César Silva (46 Miguel Rodríguez) y Dante Sanabria.","Hugo Tocalli; Zárate, Milozzi, Alberto Fanesi y Medina; Bianchini (60 Batalla), Gáspari y Salinas; Godoy, Andreuchi y Milano (80 Graneros).",foto,18 GOL René Houseman (HUR),45,90,0,0
13/05/1979,Cayetano,local,victoria,3,1,Gimnasia y Esgrima (La Plata),12° fecha del Campeonato Metropolitano 1979,Tomás A. Ducó,Ithurralde,"Jesús Borzi; Abelardo Cheves, Víctor Longo, José Galván y Jorge Carrascosa; Miguel Gallardo, Carlos De Marta y Carlos Babington; Rubén Romano, René Houseman (84 Jorge Gutiérrez) y César Silva (72 Dante Sanabria).","Enrique Vidallé; Magallán, Pellegrini, O Gutiérrez y Alí; Solari, Avelino Verón y Juan M Tutino; Cerqueiro (46 Cragno), Montagnolli y Forgués (46 Restelli).",foto,27 GOL René Houseman (HUR)</br>56 GOL Rubén Romano (HUR)</br>75 GOL Carlos Babington (HUR) -penal-</br>89 GOL Solari (GLP),45,90,0,0
10/06/1979,Cayetano,visitante,empate,1,1,Unión (Santa Fe),13° fecha del Campeonato Metropolitano 1979,Unión (Santa Fe),Coradina,"Jesús Borzi; Abelardo Cheves, Víctor Longo, José Galván y Jorge Carrascosa; Miguel Gallardo (59 Ricardo Ferlich), Carlos De Marta y Carlos Babington; Rubén Romano, René Houseman y César Silva.","Biasutto; López, Mazzoni, Merlo y Bottaniz; Alberto (36 Regenhardt), Pitarch y Ribeca; Sánchez, Stehlik y Arroyo.",foto,32 GOL René Houseman (HUR)</br>60 GOL Sánchez (UNI)</br>65 EXP Ricardo Ferlich (HUR)</br>66 EXP César Silva (HUR),45,90,0,0
17/06/1979,Cayetano,local,victoria,1,0,Racing Club,14° fecha del Campeonato Metropolitano 1979,Tomás A. Ducó,Melidoni,"Jesús Borzi; Abelardo Cheves, Víctor Longo, José Galván y Jorge Carrascosa; Miguel Gallardo, Carlos De Marta y Carlos Babington; Rubén Romano, René Houseman y Dante Sanabria.","Agustín Cejas; Aráos, Moulia, Cárdenas y García; Juan A Barbas (46 Torres), Zavagno y López; Baru, Roque Avallay (68 Calderón) y Díaz.",foto,50 GOL Carlos Babington (HUR) -penal-,45,90,0,0
23/06/1979,Cayetano,visitante,derrota,2,3,Argentinos Juniors,15° fecha del Campeonato Metropolitano 1979,Caballito,Rolando,"Jesús Borzi; Abelardo Cheves, Víctor Longo, José Galván y Jorge Carrascosa; Miguel Gallardo (67 Lorenzo Ojeda), Carlos De Marta y Carlos Babington; Rubén Romano (46 Jorge Sanabria), René Houseman y Dante Sanabria.","Carlos Munutti; Carrizo, Pellerano, Bianchi y Minutti; Magalhaes, Rubén Ríos y Diego Maradona; García, Favret y Saggioratto (70 Arrieta).",foto,16 GOL Diego Maradona (AJU)</br>54 GOL Diego Maradona (AJU)</br>64 GOL Diego Maradona (AJU)</br>65 GOL Dante Sanabria (HUR)</br>75 EXP Víctor Longo (HUR)</br>82 GOL Carlos Babington (HUR),45,90,0,0
01/07/1979,Cayetano,local,victoria,3,1,Platense,16° fecha del Campeonato Metropolitano 1979,Tomás A. Ducó,Romero,"Jesús Borzi; Abelardo Cheves, Clide Díaz, José Galván (79 Ricardo Ferlich) y Jorge Carrascosa; Jorge Gutiérrez, Carlos De Marta y Carlos Babington (79 Rubén Romano); René Houseman, César Silva y Jorge Sanabria.","Varise; Grimoldi, Papandrea, Guyón y Ginanni; Morelli, Rego y Picerni; Pesoa, Aguirre (62 Ulrich) y Juárez.",foto,12 GOL Pesoa (PLA)</br>27 GOL César Silva (HUR)</br>33 GOL Carlos Babington (HUR) -penal-</br>64 GOL Carlos Babington (HUR) -penal-,45,90,0,0
08/07/1979,Cayetano,visitante,derrota,1,5,Newell's Old Boys (Rosario),17° fecha del Campeonato Metropolitano 1979,Parque Independencia (Rosario),Feola,"Jesús Borzi; Abelardo Cheves, Carlos De Marta, Clide Díaz y Jorge Carrascosa; Rubén Romano, Jorge Gutiérrez y Carlos Babington; René Houseman, César Silva y Dante Sanabria.","Civarelli; Jara, Aguerópolis, Killer (56 Ortiz) y Sperandío; Bulleri, Rubén Gallego y Roque Alfaro; Santamaría, Ramos y Almirón (62 Barrera).",foto,8 GOL Roque Alfaro (NOB) -penal-</br>12 GOL Santamaría (NOB)</br>23 GOL Ramos (NOB)</br>30 GOL Roque Alfaro (NOB)</br>52 GOL Santamaría (NOB)</br>80 GOL René Houseman (HUR),45,90,0,0
15/07/1979,Cayetano,local,derrota,0,1,Vélez Sarsfield,18° fecha del Campeonato Metropolitano 1979,Tomás A. Ducó,Calabria,"Jesús Borzi; Abelardo Cheves, Clide Díaz, José Galván y Jorge Carrascosa; Jorge Gutiérrez (46 Rubén Romano), Carlos De Marta y Carlos Babington; René Houseman, Jorge Sanabria y Dante Sanabria (80 Nicolás Gómez de Armas).","Julio Falcioni; González, Jorge, Mehmed y Avanzi; Quinteros, Pedro Larraquy y Jiménez; Castro, Roldán e Ischia.",foto,55 GOL Ischia (VSA) -olímpico-,45,90,0,0
10/08/1979,Cayetano,neutral,empate,0,0,Valencia (España),Semifinal de la Copa Mundial 1979 (amistoso),Nagai (Osaka),-,"Jesús Borzi; Abelardo Cheves, Víctor Longo, José Galván y Jorge Carrascosa; Miguel Brindisi (46 Lorenzo Ojeda), Miguel Gallardo (46 Carlos De Marta) y Carlos Babington; René Houseman (46 Rubén Romano), Jorge Sanabria y Dante Sanabria.","Pereira; Domingo (46 Saura), Palmer, Cerveró (Pepe Carrete) y Dani Cabezas; Higinio García (46 Botubot), Arias y Castellanos; Vilarrodá (46 Felman), Mario Kempes y José Albiol (46 Jiménez).",foto,1° Tiempo: Huracán 0x0 Valencia,45,90,0,0
13/08/1979,Cayetano,neutral,derrota,3,4,Valencia (España),Semifinal -desempate- de la Copa Mundial 1979 (amistoso),Karakuen Park (Tokio),-,"Jesús Borzi; Abelardo Cheves, Víctor Longo, José Galván y Jorge Carrascosa; Miguel Brindisi, Miguel Gallardo y Carlos Babington; René Houseman, Jorge Sanabria y Dante Sanabria.","Pereira; Palmer, Cerveró, Dani Cabezas y Arias; Higinio García, Castellanos y Saura; Vilarrodá, Jiménez y Mario Kempes.",foto,27 GOL Saura (VAL)</br>39 GOL Carlos Babington (HUR)</br>51 GOL Miguel Brindisi (HUR)</br>55 GOL Saura (VAL)</br>60 GOL René Houseman (HUR)</br>65 GOL Saura (VAL)</br>73 Jiménez (VAL),45,90,0,0
02/09/1979,Cayetano,visitante,empate,2,2,Gimnasia y Tiro (Salta),1° fecha del Campeonato Nacional 1979,Gigante del Norte (Salta),Busca,"Jesús Borzi; Abelardo Cheves, Clide Díaz, José Galván y Jorge Carrascosa; Miguel Brindisi, Miguel Gallardo y Carlos Babington; César Silva, Roque Avallay (67 Nicolás Gómez de Armas) y Dante Sanabria.","Latorre; Arigoni, Cejas, Otaola y Rivera; Zacharski, Padilla y Armata; C Gómez (79 Galluzzo), Vázquez (88 Tobar) y Bulacio.",foto,25 GOL Zacharski (GYT)</br>36 GOL Armata (GYT) -penal-</br>53 GOL Roque Avallay (HUR)</br>55 GOL Miguel Brindisi (HUR)</br>71 EXP Miguel Gallardo (HUR),45,90,0,0
09/09/1979,Cayetano,local,victoria,2,1,Quilmes,2° fecha del Campeonato Nacional 1979,Tomás A. Ducó,Melidoni,"Jesús Borzi; Abelardo Cheves, Víctor Longo (46 Clide Díaz), José Galván y Jorge Carrascosa; Miguel Brindisi, Jorge Gutiérrez y Carlos Babington; César Silva, Roque Avallay y Dante Sanabria.","Tocalli; Zárate, Milozzi, Alberto Fanesi y Medina; Bianchini, Moralejo y Batalla; Godoy, Andreuchi (43 Graneros) y Barrionuevo.",foto,63 GOL Carlos Babington (HUR)</br>81 GOL Graneros (QAC)</br>90 GOL Carlos Babington (HUR) -penal-,45,90,0,0
16/09/1979,Cayetano,visitante,victoria,2,1,San Lorenzo de Almagro,3° fecha -interzonal- del Campeonato Nacional 1979,Gasómetro,Ithurralde,"Carlos Munutti; Abelardo Cheves, Víctor Longo, José Galván y Jorge Carrascosa; Miguel Brindisi, Jorge Gutiérrez y Carlos Babington; Jorge Sanabria, Roque Avallay y Dante Sanabria.","Corbo; Villar, Gette, Pena y Lupo; Collavini (46 Rinaldi), Claudio Marangoni y Mancinelli; Rizzi (46 Doval), Marchetti y Miguel Converti.",foto,25 GOL Roque Avallay (HUR)</br>36 GOL Dante Sanabria (HUR)</br>67 GOL Marchetti (SLA),45,90,0,0
23/09/1979,Cayetano,visitante,victoria,5,3,Newell's Old Boys (Rosario),4° fecha del Campeonato Nacional 1979,Parque Independencia (Rosario),Teodoro Nitti,"Carlos Munutti; Abelardo Cheves, Víctor Longo, José Galván y Jorge Carrascosa; Miguel Brindisi, Jorge Gutiérrez y Carlos Babington (78 Rubén Romano); Jorge Sanabria, Roque Avallay y Dante Sanabria (76 César Silva).","Civarelli; Demagistris, Simón, Daniel Killer y Aguerópolis; Alfaro, Gallego y Petti; Ramos (46 Barrera), Héctor Yazalde y Gómez.",foto,26 GOL Jorge Sanabria (HUR)</br>55 GOL Héctor Yazalde (NOB)</br>62 GOL Gómez (NOB)</br>65 GOL Jorge Sanabria (HUR)</br>71 GOL Carlos Babington (HUR)</br>73 GOL Jorge Sanabria (HUR)</br>76 GOL César Silva (HUR)</br>85 GOL Gómez (NOB),45,90,0,0
30/09/1979,Cayetano,local,empate,2,2,Kimberley (Mar del Plata),5° fecha del Campeonato Nacional 1979,Tomás A. Ducó,Feola,"Carlos Munutti; Abelardo Cheves, Víctor Longo, José Galván y Jorge Carrascosa; Miguel Brindisi, Miguel Gallardo y Rubén Romano; Jorge Sanabria, Roque Avallay y Dante Sanabria.","Basigalup; Gómez, Martínez, Lucarno y Acosta; Rosetti (78 Rivera), Davino y Vázquez; Agonil (78 Albisbeascoechea), Eresuma y Corró.",foto,36 GOL Jorge Sanabria (HUR)</br>50 GOL Dante Sanabria (HUR)</br>69 GOL Eresuma (KMP)</br>84 GOL Eresuma (KMP),45,90,0,0
07/10/1979,Cayetano,visitante,derrota,2,4,Talleres (Córdoba),6° fecha del Campeonato Nacional 1979,Mundialista (Córdoba),Abel Gnecco,"Carlos Munutti; Abelardo Cheves, Víctor Longo (77 Clide Díaz), José Galván y Jorge Carrascosa; Miguel Brindisi, Miguel Gallardo y Dante Sanabria; César Silva, Roque Avallay y Jorge Sanabria.","Guibaudo; Ocaño, Oviedo, Binello y Tarantini; Ludueña, Berta y Valencia; Bocanelli, Bravo y Guerini.",foto,7 GOL Roberto Tarantini (TAC)</br>27 GOL Bravo (TAC)</br>42 GOL Bravo (TAC)</br>53 GOL Bocanelli (TAC)</br>65 GOL Miguel Brindisi (HUR)</br>72 GOL Miguel Brindisi (HUR),45,90,0,0
14/10/1979,Cayetano,local,derrota,0,1,River Plate,7° fecha del Campeonato Nacional 1979,Tomás A. Ducó,Romero,"Carlos Munutti; Lorenzo Ojeda, Víctor Longo, José Galván y Jorge Carrascosa; Miguel Brindisi, Miguel Gallardo y Rubén Romano; René Houseman, Roque Avallay y Dante Sanabria.","Ubaldo Fillol; Roberto Saporiti, Pavoni, Daniel Passarella y H López; J López, Merlo y Commisso; Ramón Díaz, Leopoldo Luque y Ortiz (46 Galletti).",foto,61 GOL Ramón Díaz (RPL),45,90,0,0
21/10/1979,Cayetano,local,victoria,3,0,Gimnasia y Tiro (Salta),8° fecha del Campeonato Nacional 1979,Tomás A. Ducó,Marsiglia,"Carlos Munutti; Lorenzo Ojeda, Víctor Longo, José Galván y Jorge Carrascosa; Miguel Brindisi, Miguel Gallardo y Rubén Romano (73 Jorge Gutiérrez); Jorge Sanabria, Roque Avallay y Dante Sanabria (73 César Silva).","Varela; Rodríguez, Cejas, Otaola y Rivera; Zacharski, Padilla y Armata; Ibarra, Rivero y Pérez Alvarez (59 Vázquez).",foto,3 GOL Jorge Sanabria (HUR)</br>6 GOL Jorge Sanabria (HUR) -penal-</br>40 EXP Ibarra (GYT)</br>76 GOL Jorge Sanabria (HUR)</br>77 ECP Rivero (GYT),45,90,0,0
